clip_id,subject_id,video_filename,class,hand,distance_m,start_frame,end_frame,frame_count
s01_cross_2m_right_c005,subject01,8fee71d8-cross_2m_right.mp4,cross,right,2,240,260,21
s01_cross_2m_right_c006,subject01,8fee71d8-cross_2m_right.mp4,cross,right,2,282,303,22
s01_cross_2m_right_c007,subject01,8fee71d8-cross_2m_right.mp4,cross,right,2,327,347,21
s01_cross_2m_right_c008,subject01,8fee71d8-cross_2m_right.mp4,cross,right,2,370,390,21
s01_cross_2m_right_c009,subject01,8fee71d8-cross_2m_right.mp4,cross,right,2,420,439,20
s01_cross_2m_right_c010,subject01,8fee71d8-cross_2m_right.mp4,cross,right,2,468,487,20
s01_cross_2m_right_c011,subject01,8fee71d8-cross_2m_right.mp4,cross,right,2,513,533,21
s01_cross_2m_right_c012,subject01,8fee71d8-cross_2m_right.mp4,cross,right,2,554,574,21
s01_cross_2m_right_c013,subject01,8fee71d8-cross_2m_right.mp4,cross,right,2,591,611,21
s01_cross_2m_right_c014,subject01,8fee71d8-cross_2m_right.mp4,cross,right,2,634,654,21
s01_cross_2m_right_c015,subject01,8fee71d8-cross_2m_right.mp4,cross,right,2,677,697,21
s01_no_punch_2m_right_c020,subject01,8fee71d8-cross_2m_right.mp4,no_punch,right,2,750,774,25
s01_cross_1m_right_c001,subject01,92f0ce06-cross_1m_right.mp4,cross,right,1,80,100,21
s01_cross_1m_right_c002,subject01,92f0ce06-cross_1m_right.mp4,cross,right,1,114,134,21
s01_cross_1m_right_c003,subject01,92f0ce06-cross_1m_right.mp4,cross,right,1,155,174,20
s01_cross_1m_right_c004,subject01,92f0ce06-cross_1m_right.mp4,cross,right,1,192,212,21
s01_cross_1m_right_c005,subject01,92f0ce06-cross_1m_right.mp4,cross,right,1,228,248,21
s01_cross_1m_right_c006,subject01,92f0ce06-cross_1m_right.mp4,cross,right,1,267,286,20
s01_cross_1m_right_c007,subject01,92f0ce06-cross_1m_right.mp4,cross,right,1,303,322,20
s01_cross_1m_right_c008,subject01,92f0ce06-cross_1m_right.mp4,cross,right,1,340,360,21
s01_cross_1m_right_c009,subject01,92f0ce06-cross_1m_right.mp4,cross,right,1,388,407,20
s01_cross_1m_right_c010,subject01,92f0ce06-cross_1m_right.mp4,cross,right,1,425,445,21
s01_cross_1m_right_c011,subject01,92f0ce06-cross_1m_right.mp4,cross,right,1,467,486,20
s01_cross_1m_right_c012,subject01,92f0ce06-cross_1m_right.mp4,cross,right,1,506,525,20
s01_cross_1m_right_c013,subject01,92f0ce06-cross_1m_right.mp4,cross,right,1,545,564,20
s01_cross_1m_right_c014,subject01,92f0ce06-cross_1m_right.mp4,cross,right,1,585,604,20
s01_cross_1m_right_c015,subject01,92f0ce06-cross_1m_right.mp4,cross,right,1,626,645,20
s01_no_punch_1m_right_c021,subject01,92f0ce06-cross_1m_right.mp4,no_punch,right,1,685,709,25
s01_hook_2m_left_c001,subject01,a5f3d518-hook_2m_left.mp4,hook,left,2,133,161,29
s01_hook_2m_left_c002,subject01,a5f3d518-hook_2m_left.mp4,hook,left,2,201,228,28
s01_hook_2m_left_c003,subject01,a5f3d518-hook_2m_left.mp4,hook,left,2,259,287,29
s01_hook_2m_left_c004,subject01,a5f3d518-hook_2m_left.mp4,hook,left,2,316,344,29
s01_hook_2m_left_c005,subject01,a5f3d518-hook_2m_left.mp4,hook,left,2,385,412,28
s01_hook_2m_left_c006,subject01,a5f3d518-hook_2m_left.mp4,hook,left,2,452,479,28
s01_hook_2m_left_c007,subject01,a5f3d518-hook_2m_left.mp4,hook,left,2,514,543,30
s01_hook_2m_left_c008,subject01,a5f3d518-hook_2m_left.mp4,hook,left,2,577,606,30
s01_hook_2m_left_c009,subject01,a5f3d518-hook_2m_left.mp4,hook,left,2,642,671,30
s01_hook_2m_left_c010,subject01,a5f3d518-hook_2m_left.mp4,hook,left,2,707,736,30
s01_hook_2m_left_c011,subject01,a5f3d518-hook_2m_left.mp4,hook,left,2,767,794,28
s01_hook_2m_left_c012,subject01,a5f3d518-hook_2m_left.mp4,hook,left,2,823,850,28
s01_hook_2m_left_c013,subject01,a5f3d518-hook_2m_left.mp4,hook,left,2,881,908,28
s01_hook_2m_left_c014,subject01,a5f3d518-hook_2m_left.mp4,hook,left,2,940,968,29
s01_hook_2m_left_c015,subject01,a5f3d518-hook_2m_left.mp4,hook,left,2,1002,1031,30
s01_hook_2m_left_c016,subject01,a5f3d518-hook_2m_left.mp4,hook,left,2,1071,1100,30
s01_hook_2m_left_c017,subject01,a5f3d518-hook_2m_left.mp4,hook,left,2,1145,1172,28
s01_no_punch_1m_right_c022,subject01,bc0be89c-jab_1m_right.mp4,no_punch,right,1,76,100,25
s01_jab_1m_right_c001,subject01,bc0be89c-jab_1m_right.mp4,jab,right,1,115,131,17
s01_jab_1m_right_c002,subject01,bc0be89c-jab_1m_right.mp4,jab,right,1,158,174,17
s01_jab_1m_right_c003,subject01,bc0be89c-jab_1m_right.mp4,jab,right,1,199,215,17
s01_jab_1m_right_c004,subject01,bc0be89c-jab_1m_right.mp4,jab,right,1,242,258,17
s01_jab_1m_right_c005,subject01,bc0be89c-jab_1m_right.mp4,jab,right,1,290,306,17
s01_jab_1m_right_c006,subject01,bc0be89c-jab_1m_right.mp4,jab,right,1,339,355,17
s01_jab_1m_right_c007,subject01,bc0be89c-jab_1m_right.mp4,jab,right,1,385,401,17
s01_jab_1m_right_c008,subject01,bc0be89c-jab_1m_right.mp4,jab,right,1,428,444,17
s01_jab_1m_right_c009,subject01,bc0be89c-jab_1m_right.mp4,jab,right,1,470,486,17
s01_jab_1m_right_c010,subject01,bc0be89c-jab_1m_right.mp4,jab,right,1,515,531,17
s01_jab_1m_right_c011,subject01,bc0be89c-jab_1m_right.mp4,jab,right,1,558,574,17
s01_jab_1m_right_c012,subject01,bc0be89c-jab_1m_right.mp4,jab,right,1,603,619,17
s01_jab_1m_right_c013,subject01,bc0be89c-jab_1m_right.mp4,jab,right,1,647,663,17
s01_jab_1m_right_c014,subject01,bc0be89c-jab_1m_right.mp4,jab,right,1,690,706,17
s01_jab_1m_right_c015,subject01,bc0be89c-jab_1m_right.mp4,jab,right,1,737,753,17
s01_no_punch_1m_right_c023,subject01,bc0be89c-jab_1m_right.mp4,no_punch,right,1,766,790,25
s01_no_punch_2m_right_c024,subject01,e971f787-jab_2m_right.mp4,no_punch,right,2,19,43,25
s01_no_punch_2m_right_c025,subject01,e971f787-jab_2m_right.mp4,no_punch,right,2,57,81,25
s01_jab_2m_right_c001,subject01,e971f787-jab_2m_right.mp4,jab,right,2,93,109,17
s01_jab_2m_right_c002,subject01,e971f787-jab_2m_right.mp4,jab,right,2,133,149,17
s01_jab_2m_right_c003,subject01,e971f787-jab_2m_right.mp4,jab,right,2,177,193,17
s01_jab_2m_right_c004,subject01,e971f787-jab_2m_right.mp4,jab,right,2,219,235,17
s01_jab_2m_right_c005,subject01,e971f787-jab_2m_right.mp4,jab,right,2,263,279,17
s01_no_punch_2m_right_c026,subject01,e971f787-jab_2m_right.mp4,no_punch,right,2,285,309,25
s01_jab_2m_right_c006,subject01,e971f787-jab_2m_right.mp4,jab,right,2,323,339,17
s01_jab_2m_right_c007,subject01,e971f787-jab_2m_right.mp4,jab,right,2,364,381,18
s01_jab_2m_right_c008,subject01,e971f787-jab_2m_right.mp4,jab,right,2,408,424,17
s01_jab_2m_right_c009,subject01,e971f787-jab_2m_right.mp4,jab,right,2,451,467,17
s01_jab_2m_right_c010,subject01,e971f787-jab_2m_right.mp4,jab,right,2,493,509,17
s01_jab_2m_right_c011,subject01,e971f787-jab_2m_right.mp4,jab,right,2,539,555,17
s01_jab_2m_right_c012,subject01,e971f787-jab_2m_right.mp4,jab,right,2,588,604,17
s01_jab_2m_right_c013,subject01,e971f787-jab_2m_right.mp4,jab,right,2,636,652,17
s01_jab_2m_right_c014,subject01,e971f787-jab_2m_right.mp4,jab,right,2,685,701,17
s01_jab_2m_right_c015,subject01,e971f787-jab_2m_right.mp4,jab,right,2,736,752,17
s01_no_punch_2m_right_c027,subject01,e971f787-jab_2m_right.mp4,no_punch,right,2,798,822,25
s01_no_punch_1m_left_c028,subject01,eb73dbcd-uppercut_1m_left.mp4,no_punch,left,1,9,33,25
s01_uppercut_1m_left_c001,subject01,eb73dbcd-uppercut_1m_left.mp4,uppercut,left,1,85,112,28
s01_uppercut_1m_left_c002,subject01,eb73dbcd-uppercut_1m_left.mp4,uppercut,left,1,124,150,27
s01_uppercut_1m_left_c003,subject01,eb73dbcd-uppercut_1m_left.mp4,uppercut,left,1,168,195,28
s01_uppercut_1m_left_c004,subject01,eb73dbcd-uppercut_1m_left.mp4,uppercut,left,1,215,239,25
s01_uppercut_1m_left_c005,subject01,eb73dbcd-uppercut_1m_left.mp4,uppercut,left,1,256,282,27
s01_uppercut_1m_left_c006,subject01,eb73dbcd-uppercut_1m_left.mp4,uppercut,left,1,306,331,26
s01_uppercut_1m_left_c007,subject01,eb73dbcd-uppercut_1m_left.mp4,uppercut,left,1,351,376,26
s01_uppercut_1m_left_c008,subject01,eb73dbcd-uppercut_1m_left.mp4,uppercut,left,1,398,424,27
s01_uppercut_1m_left_c009,subject01,eb73dbcd-uppercut_1m_left.mp4,uppercut,left,1,436,462,27
s01_uppercut_1m_left_c010,subject01,eb73dbcd-uppercut_1m_left.mp4,uppercut,left,1,482,511,30
s01_uppercut_1m_left_c011,subject01,eb73dbcd-uppercut_1m_left.mp4,uppercut,left,1,530,555,26
s01_uppercut_1m_left_c012,subject01,eb73dbcd-uppercut_1m_left.mp4,uppercut,left,1,572,601,30
s01_uppercut_1m_left_c013,subject01,eb73dbcd-uppercut_1m_left.mp4,uppercut,left,1,621,647,27
s01_uppercut_1m_left_c014,subject01,eb73dbcd-uppercut_1m_left.mp4,uppercut,left,1,666,694,29
s01_uppercut_1m_left_c015,subject01,eb73dbcd-uppercut_1m_left.mp4,uppercut,left,1,715,740,26
s01_no_punch_2m_left_c029,subject01,fe1544fd-cross_2m_left.mp4,no_punch,left,2,45,69,25
s01_cross_2m_left_c001,subject01,fe1544fd-cross_2m_left.mp4,cross,left,2,120,140,21
s01_cross_2m_left_c002,subject01,fe1544fd-cross_2m_left.mp4,cross,left,2,164,183,20
s01_cross_2m_left_c003,subject01,fe1544fd-cross_2m_left.mp4,cross,left,2,211,230,20
s01_cross_2m_left_c004,subject01,fe1544fd-cross_2m_left.mp4,cross,left,2,259,278,20
s01_cross_2m_left_c005,subject01,fe1544fd-cross_2m_left.mp4,cross,left,2,302,322,21
s01_cross_2m_left_c006,subject01,fe1544fd-cross_2m_left.mp4,cross,left,2,346,366,21
s01_cross_2m_left_c007,subject01,fe1544fd-cross_2m_left.mp4,cross,left,2,395,415,21
s01_cross_2m_left_c008,subject01,fe1544fd-cross_2m_left.mp4,cross,left,2,449,469,21
s01_cross_2m_left_c009,subject01,fe1544fd-cross_2m_left.mp4,cross,left,2,492,512,21
s01_cross_2m_left_c010,subject01,fe1544fd-cross_2m_left.mp4,cross,left,2,537,556,20
s01_cross_2m_left_c011,subject01,fe1544fd-cross_2m_left.mp4,cross,left,2,587,606,20
s01_cross_2m_left_c012,subject01,fe1544fd-cross_2m_left.mp4,cross,left,2,632,651,20
s01_cross_2m_left_c013,subject01,fe1544fd-cross_2m_left.mp4,cross,left,2,678,698,21
