clip_id,subject_id,video_filename,class,hand,distance_m,start_frame,end_frame,frame_count
s01_hook_1m_left_c001,subject01,5e59f0d5-hook_1m_left.mp4,hook,left,1,128,157,30
s01_hook_1m_left_c002,subject01,5e59f0d5-hook_1m_left.mp4,hook,left,1,188,216,29
s01_hook_1m_left_c003,subject01,5e59f0d5-hook_1m_left.mp4,hook,left,1,253,281,29
s01_hook_1m_left_c004,subject01,5e59f0d5-hook_1m_left.mp4,hook,left,1,315,344,30
s01_hook_1m_left_c005,subject01,5e59f0d5-hook_1m_left.mp4,hook,left,1,379,407,29
s01_hook_1m_left_c006,subject01,5e59f0d5-hook_1m_left.mp4,hook,left,1,445,473,29
s01_hook_1m_left_c007,subject01,5e59f0d5-hook_1m_left.mp4,hook,left,1,511,539,29
s01_hook_1m_left_c008,subject01,5e59f0d5-hook_1m_left.mp4,hook,left,1,571,599,29
s01_hook_1m_left_c009,subject01,5e59f0d5-hook_1m_left.mp4,hook,left,1,629,656,28
s01_hook_1m_left_c010,subject01,5e59f0d5-hook_1m_left.mp4,hook,left,1,679,706,28
s01_hook_1m_left_c011,subject01,5e59f0d5-hook_1m_left.mp4,hook,left,1,739,766,28
s01_hook_1m_left_c012,subject01,5e59f0d5-hook_1m_left.mp4,hook,left,1,801,829,29
s01_hook_1m_left_c013,subject01,5e59f0d5-hook_1m_left.mp4,hook,left,1,880,909,30
s01_hook_1m_left_c014,subject01,5e59f0d5-hook_1m_left.mp4,hook,left,1,944,972,29
s01_hook_1m_left_c015,subject01,5e59f0d5-hook_1m_left.mp4,hook,left,1,1005,1033,29
s01_hook_1m_left_c016,subject01,5e59f0d5-hook_1m_left.mp4,hook,left,1,1080,1109,30
s01_hook_1m_right_c001,subject01,6212378e-hook_1m_right.mp4,hook,right,1,74,102,29
s01_hook_1m_right_c002,subject01,6212378e-hook_1m_right.mp4,hook,right,1,131,158,28
s01_hook_1m_right_c003,subject01,6212378e-hook_1m_right.mp4,hook,right,1,182,210,29
s01_hook_1m_right_c004,subject01,6212378e-hook_1m_right.mp4,hook,right,1,248,276,29
s01_hook_1m_right_c005,subject01,6212378e-hook_1m_right.mp4,hook,right,1,299,327,29
s01_hook_1m_right_c006,subject01,6212378e-hook_1m_right.mp4,hook,right,1,354,381,28
s01_hook_1m_right_c007,subject01,6212378e-hook_1m_right.mp4,hook,right,1,409,436,28
s01_hook_1m_right_c008,subject01,6212378e-hook_1m_right.mp4,hook,right,1,463,490,28
s01_hook_1m_right_c009,subject01,6212378e-hook_1m_right.mp4,hook,right,1,534,563,30
s01_hook_1m_right_c010,subject01,6212378e-hook_1m_right.mp4,hook,right,1,591,619,29
s01_hook_1m_right_c011,subject01,6212378e-hook_1m_right.mp4,hook,right,1,652,679,28
s01_hook_1m_right_c012,subject01,6212378e-hook_1m_right.mp4,hook,right,1,715,744,30
s01_hook_1m_right_c013,subject01,6212378e-hook_1m_right.mp4,hook,right,1,798,826,29
s01_hook_1m_right_c014,subject01,6212378e-hook_1m_right.mp4,hook,right,1,859,886,28
s01_hook_1m_right_c015,subject01,6212378e-hook_1m_right.mp4,hook,right,1,938,967,30
s01_hook_1m_right_c016,subject01,6212378e-hook_1m_right.mp4,hook,right,1,1007,1034,28
s01_uppercut_2m_right_c001,subject01,791f124e-uppercut_2m_right.mp4,uppercut,right,2,96,123,28
s01_uppercut_2m_right_c002,subject01,791f124e-uppercut_2m_right.mp4,uppercut,right,2,141,168,28
s01_uppercut_2m_right_c003,subject01,791f124e-uppercut_2m_right.mp4,uppercut,right,2,187,214,28
s01_uppercut_2m_right_c004,subject01,791f124e-uppercut_2m_right.mp4,uppercut,right,2,229,255,27
s01_uppercut_2m_right_c005,subject01,791f124e-uppercut_2m_right.mp4,uppercut,right,2,276,301,26
s01_uppercut_2m_right_c006,subject01,791f124e-uppercut_2m_right.mp4,uppercut,right,2,321,347,27
s01_uppercut_2m_right_c007,subject01,791f124e-uppercut_2m_right.mp4,uppercut,right,2,368,396,29
s01_uppercut_2m_right_c008,subject01,791f124e-uppercut_2m_right.mp4,uppercut,right,2,416,442,27
s01_uppercut_2m_right_c009,subject01,791f124e-uppercut_2m_right.mp4,uppercut,right,2,462,488,27
s01_uppercut_2m_right_c010,subject01,791f124e-uppercut_2m_right.mp4,uppercut,right,2,509,536,28
s01_uppercut_2m_right_c011,subject01,791f124e-uppercut_2m_right.mp4,uppercut,right,2,556,585,30
s01_uppercut_2m_right_c012,subject01,791f124e-uppercut_2m_right.mp4,uppercut,right,2,604,631,28
s01_uppercut_2m_right_c013,subject01,791f124e-uppercut_2m_right.mp4,uppercut,right,2,654,683,30
s01_uppercut_2m_right_c014,subject01,791f124e-uppercut_2m_right.mp4,uppercut,right,2,706,733,28
s01_uppercut_2m_right_c015,subject01,791f124e-uppercut_2m_right.mp4,uppercut,right,2,751,778,28
s01_uppercut_2m_right_c016,subject01,791f124e-uppercut_2m_right.mp4,uppercut,right,2,798,825,28
s01_hook_2m_right_c001,subject01,8236fba1-hook_2m_right.mp4,hook,right,2,220,249,30
s01_hook_2m_right_c002,subject01,8236fba1-hook_2m_right.mp4,hook,right,2,281,310,30
s01_hook_2m_right_c003,subject01,8236fba1-hook_2m_right.mp4,hook,right,2,344,372,29
s01_hook_2m_right_c004,subject01,8236fba1-hook_2m_right.mp4,hook,right,2,400,427,28
s01_hook_2m_right_c005,subject01,8236fba1-hook_2m_right.mp4,hook,right,2,462,489,28
s01_hook_2m_right_c006,subject01,8236fba1-hook_2m_right.mp4,hook,right,2,521,549,29
s01_hook_2m_right_c007,subject01,8236fba1-hook_2m_right.mp4,hook,right,2,610,638,29
s01_hook_2m_right_c008,subject01,8236fba1-hook_2m_right.mp4,hook,right,2,667,695,29
s01_hook_2m_right_c009,subject01,8236fba1-hook_2m_right.mp4,hook,right,2,727,756,30
s01_hook_2m_right_c010,subject01,8236fba1-hook_2m_right.mp4,hook,right,2,800,827,28
s01_hook_2m_right_c011,subject01,8236fba1-hook_2m_right.mp4,hook,right,2,865,893,29
s01_hook_2m_right_c012,subject01,8236fba1-hook_2m_right.mp4,hook,right,2,927,954,28
s01_hook_2m_right_c013,subject01,8236fba1-hook_2m_right.mp4,hook,right,2,992,1021,30
s01_hook_2m_right_c014,subject01,8236fba1-hook_2m_right.mp4,hook,right,2,1060,1088,29
s01_hook_2m_right_c015,subject01,8236fba1-hook_2m_right.mp4,hook,right,2,1123,1152,30
s01_uppercut_2m_left_c001,subject01,868d2fad-uppercut_2m_left.mp4,uppercut,left,2,156,185,30
s01_uppercut_2m_left_c002,subject01,868d2fad-uppercut_2m_left.mp4,uppercut,left,2,197,224,28
s01_uppercut_2m_left_c003,subject01,868d2fad-uppercut_2m_left.mp4,uppercut,left,2,239,263,25
s01_uppercut_2m_left_c004,subject01,868d2fad-uppercut_2m_left.mp4,uppercut,left,2,281,307,27
s01_uppercut_2m_left_c005,subject01,868d2fad-uppercut_2m_left.mp4,uppercut,left,2,367,394,28
s01_uppercut_2m_left_c006,subject01,868d2fad-uppercut_2m_left.mp4,uppercut,left,2,413,439,27
s01_uppercut_2m_left_c007,subject01,868d2fad-uppercut_2m_left.mp4,uppercut,left,2,454,481,28
s01_uppercut_2m_left_c008,subject01,868d2fad-uppercut_2m_left.mp4,uppercut,left,2,499,523,25
s01_uppercut_2m_left_c009,subject01,868d2fad-uppercut_2m_left.mp4,uppercut,left,2,539,566,28
s01_uppercut_2m_left_c010,subject01,868d2fad-uppercut_2m_left.mp4,uppercut,left,2,586,613,28
s01_uppercut_2m_left_c011,subject01,868d2fad-uppercut_2m_left.mp4,uppercut,left,2,635,661,27
s01_uppercut_2m_left_c012,subject01,868d2fad-uppercut_2m_left.mp4,uppercut,left,2,681,709,29
s01_uppercut_2m_left_c013,subject01,868d2fad-uppercut_2m_left.mp4,uppercut,left,2,732,757,26
s01_uppercut_2m_left_c014,subject01,868d2fad-uppercut_2m_left.mp4,uppercut,left,2,780,805,26
s01_uppercut_2m_left_c015,subject01,868d2fad-uppercut_2m_left.mp4,uppercut,left,2,830,857,28
s01_jab_2m_left_c001,subject01,87826ec9-jab_2m_left.mp4,jab,left,2,100,116,17
s01_jab_2m_left_c002,subject01,87826ec9-jab_2m_left.mp4,jab,left,2,146,162,17
s01_jab_2m_left_c003,subject01,87826ec9-jab_2m_left.mp4,jab,left,2,186,202,17
s01_jab_2m_left_c004,subject01,87826ec9-jab_2m_left.mp4,jab,left,2,234,250,17
s01_jab_2m_left_c005,subject01,87826ec9-jab_2m_left.mp4,jab,left,2,280,296,17
s01_jab_2m_left_c006,subject01,87826ec9-jab_2m_left.mp4,jab,left,2,340,356,17
s01_jab_2m_left_c007,subject01,87826ec9-jab_2m_left.mp4,jab,left,2,382,398,17
s01_jab_2m_left_c008,subject01,87826ec9-jab_2m_left.mp4,jab,left,2,433,449,17
s01_jab_2m_left_c009,subject01,87826ec9-jab_2m_left.mp4,jab,left,2,489,505,17
s01_jab_2m_left_c010,subject01,87826ec9-jab_2m_left.mp4,jab,left,2,534,550,17
s01_jab_2m_left_c011,subject01,87826ec9-jab_2m_left.mp4,jab,left,2,641,657,17
s01_jab_2m_left_c012,subject01,87826ec9-jab_2m_left.mp4,jab,left,2,690,707,18
s01_jab_2m_left_c013,subject01,87826ec9-jab_2m_left.mp4,jab,left,2,743,759,17
s01_jab_2m_left_c014,subject01,87826ec9-jab_2m_left.mp4,jab,left,2,840,857,18
s01_jab_2m_left_c015,subject01,87826ec9-jab_2m_left.mp4,jab,left,2,914,930,17
s01_cross_2m_right_c001,subject01,8fee71d8-cross_2m_right.mp4,cross,right,2,76,95,20
s01_cross_2m_right_c002,subject01,8fee71d8-cross_2m_right.mp4,cross,right,2,115,134,20
s01_cross_2m_right_c003,subject01,8fee71d8-cross_2m_right.mp4,cross,right,2,158,178,21
s01_cross_2m_right_c004,subject01,8fee71d8-cross_2m_right.mp4,cross,right,2,197,217,21
s01_cross_2m_right_c005,subject01,8fee71d8-cross_2m_right.mp4,cross,right,2,240,260,21
s01_cross_2m_right_c006,subject01,8fee71d8-cross_2m_right.mp4,cross,right,2,282,303,22
s01_cross_2m_right_c007,subject01,8fee71d8-cross_2m_right.mp4,cross,right,2,327,347,21
s01_cross_2m_right_c008,subject01,8fee71d8-cross_2m_right.mp4,cross,right,2,370,390,21
s01_cross_2m_right_c009,subject01,8fee71d8-cross_2m_right.mp4,cross,right,2,420,439,20
s01_cross_2m_right_c010,subject01,8fee71d8-cross_2m_right.mp4,cross,right,2,468,487,20
s01_cross_2m_right_c011,subject01,8fee71d8-cross_2m_right.mp4,cross,right,2,513,533,21
s01_cross_2m_right_c012,subject01,8fee71d8-cross_2m_right.mp4,cross,right,2,554,574,21
s01_cross_2m_right_c013,subject01,8fee71d8-cross_2m_right.mp4,cross,right,2,591,611,21
s01_cross_2m_right_c014,subject01,8fee71d8-cross_2m_right.mp4,cross,right,2,634,654,21
s01_cross_2m_right_c015,subject01,8fee71d8-cross_2m_right.mp4,cross,right,2,677,697,21
s01_cross_1m_right_c001,subject01,92f0ce06-cross_1m_right.mp4,cross,right,1,80,100,21
s01_cross_1m_right_c002,subject01,92f0ce06-cross_1m_right.mp4,cross,right,1,114,134,21
s01_cross_1m_right_c003,subject01,92f0ce06-cross_1m_right.mp4,cross,right,1,155,174,20
s01_cross_1m_right_c004,subject01,92f0ce06-cross_1m_right.mp4,cross,right,1,192,212,21
s01_cross_1m_right_c005,subject01,92f0ce06-cross_1m_right.mp4,cross,right,1,228,248,21
s01_cross_1m_right_c006,subject01,92f0ce06-cross_1m_right.mp4,cross,right,1,267,286,20
s01_cross_1m_right_c007,subject01,92f0ce06-cross_1m_right.mp4,cross,right,1,303,322,20
s01_cross_1m_right_c008,subject01,92f0ce06-cross_1m_right.mp4,cross,right,1,340,360,21
s01_cross_1m_right_c009,subject01,92f0ce06-cross_1m_right.mp4,cross,right,1,388,407,20
s01_cross_1m_right_c010,subject01,92f0ce06-cross_1m_right.mp4,cross,right,1,425,445,21
s01_cross_1m_right_c011,subject01,92f0ce06-cross_1m_right.mp4,cross,right,1,467,486,20
s01_cross_1m_right_c012,subject01,92f0ce06-cross_1m_right.mp4,cross,right,1,506,525,20
s01_cross_1m_right_c013,subject01,92f0ce06-cross_1m_right.mp4,cross,right,1,545,564,20
s01_cross_1m_right_c014,subject01,92f0ce06-cross_1m_right.mp4,cross,right,1,585,604,20
s01_cross_1m_right_c015,subject01,92f0ce06-cross_1m_right.mp4,cross,right,1,626,645,20
s01_hook_2m_left_c001,subject01,a5f3d518-hook_2m_left.mp4,hook,left,2,133,161,29
s01_hook_2m_left_c002,subject01,a5f3d518-hook_2m_left.mp4,hook,left,2,201,228,28
s01_hook_2m_left_c003,subject01,a5f3d518-hook_2m_left.mp4,hook,left,2,259,287,29
s01_hook_2m_left_c004,subject01,a5f3d518-hook_2m_left.mp4,hook,left,2,316,344,29
s01_hook_2m_left_c005,subject01,a5f3d518-hook_2m_left.mp4,hook,left,2,385,412,28
s01_hook_2m_left_c006,subject01,a5f3d518-hook_2m_left.mp4,hook,left,2,452,479,28
s01_hook_2m_left_c007,subject01,a5f3d518-hook_2m_left.mp4,hook,left,2,514,543,30
s01_hook_2m_left_c008,subject01,a5f3d518-hook_2m_left.mp4,hook,left,2,577,606,30
s01_hook_2m_left_c009,subject01,a5f3d518-hook_2m_left.mp4,hook,left,2,642,671,30
s01_hook_2m_left_c010,subject01,a5f3d518-hook_2m_left.mp4,hook,left,2,707,736,30
s01_hook_2m_left_c011,subject01,a5f3d518-hook_2m_left.mp4,hook,left,2,767,794,28
s01_hook_2m_left_c012,subject01,a5f3d518-hook_2m_left.mp4,hook,left,2,823,850,28
s01_hook_2m_left_c013,subject01,a5f3d518-hook_2m_left.mp4,hook,left,2,881,908,28
s01_hook_2m_left_c014,subject01,a5f3d518-hook_2m_left.mp4,hook,left,2,940,968,29
s01_hook_2m_left_c015,subject01,a5f3d518-hook_2m_left.mp4,hook,left,2,1002,1031,30
s01_hook_2m_left_c016,subject01,a5f3d518-hook_2m_left.mp4,hook,left,2,1071,1100,30
s01_hook_2m_left_c017,subject01,a5f3d518-hook_2m_left.mp4,hook,left,2,1145,1172,28
s01_jab_1m_right_c001,subject01,bc0be89c-jab_1m_right.mp4,jab,right,1,115,131,17
s01_jab_1m_right_c002,subject01,bc0be89c-jab_1m_right.mp4,jab,right,1,158,174,17
s01_jab_1m_right_c003,subject01,bc0be89c-jab_1m_right.mp4,jab,right,1,199,215,17
s01_jab_1m_right_c004,subject01,bc0be89c-jab_1m_right.mp4,jab,right,1,242,258,17
s01_jab_1m_right_c005,subject01,bc0be89c-jab_1m_right.mp4,jab,right,1,290,306,17
s01_jab_1m_right_c006,subject01,bc0be89c-jab_1m_right.mp4,jab,right,1,339,355,17
s01_jab_1m_right_c007,subject01,bc0be89c-jab_1m_right.mp4,jab,right,1,385,401,17
s01_jab_1m_right_c008,subject01,bc0be89c-jab_1m_right.mp4,jab,right,1,428,444,17
s01_jab_1m_right_c009,subject01,bc0be89c-jab_1m_right.mp4,jab,right,1,470,486,17
s01_jab_1m_right_c010,subject01,bc0be89c-jab_1m_right.mp4,jab,right,1,515,531,17
s01_jab_1m_right_c011,subject01,bc0be89c-jab_1m_right.mp4,jab,right,1,558,574,17
s01_jab_1m_right_c012,subject01,bc0be89c-jab_1m_right.mp4,jab,right,1,603,619,17
s01_jab_1m_right_c013,subject01,bc0be89c-jab_1m_right.mp4,jab,right,1,647,663,17
s01_jab_1m_right_c014,subject01,bc0be89c-jab_1m_right.mp4,jab,right,1,690,706,17
s01_jab_1m_right_c015,subject01,bc0be89c-jab_1m_right.mp4,jab,right,1,737,753,17
s01_jab_2m_right_c001,subject01,e971f787-jab_2m_right.mp4,jab,right,2,93,109,17
s01_jab_2m_right_c002,subject01,e971f787-jab_2m_right.mp4,jab,right,2,133,149,17
s01_jab_2m_right_c003,subject01,e971f787-jab_2m_right.mp4,jab,right,2,177,193,17
s01_jab_2m_right_c004,subject01,e971f787-jab_2m_right.mp4,jab,right,2,219,235,17
s01_jab_2m_right_c005,subject01,e971f787-jab_2m_right.mp4,jab,right,2,263,279,17
s01_jab_2m_right_c006,subject01,e971f787-jab_2m_right.mp4,jab,right,2,323,339,17
s01_jab_2m_right_c007,subject01,e971f787-jab_2m_right.mp4,jab,right,2,364,381,18
s01_jab_2m_right_c008,subject01,e971f787-jab_2m_right.mp4,jab,right,2,408,424,17
s01_jab_2m_right_c009,subject01,e971f787-jab_2m_right.mp4,jab,right,2,451,467,17
s01_jab_2m_right_c010,subject01,e971f787-jab_2m_right.mp4,jab,right,2,493,509,17
s01_jab_2m_right_c011,subject01,e971f787-jab_2m_right.mp4,jab,right,2,539,555,17
s01_jab_2m_right_c012,subject01,e971f787-jab_2m_right.mp4,jab,right,2,588,604,17
s01_jab_2m_right_c013,subject01,e971f787-jab_2m_right.mp4,jab,right,2,636,652,17
s01_jab_2m_right_c014,subject01,e971f787-jab_2m_right.mp4,jab,right,2,685,701,17
s01_jab_2m_right_c015,subject01,e971f787-jab_2m_right.mp4,jab,right,2,736,752,17
s01_uppercut_1m_left_c001,subject01,eb73dbcd-uppercut_1m_left.mp4,uppercut,left,1,85,112,28
s01_uppercut_1m_left_c002,subject01,eb73dbcd-uppercut_1m_left.mp4,uppercut,left,1,124,150,27
s01_uppercut_1m_left_c003,subject01,eb73dbcd-uppercut_1m_left.mp4,uppercut,left,1,168,195,28
s01_uppercut_1m_left_c004,subject01,eb73dbcd-uppercut_1m_left.mp4,uppercut,left,1,215,239,25
s01_uppercut_1m_left_c005,subject01,eb73dbcd-uppercut_1m_left.mp4,uppercut,left,1,256,282,27
s01_uppercut_1m_left_c006,subject01,eb73dbcd-uppercut_1m_left.mp4,uppercut,left,1,306,331,26
s01_uppercut_1m_left_c007,subject01,eb73dbcd-uppercut_1m_left.mp4,uppercut,left,1,351,376,26
s01_uppercut_1m_left_c008,subject01,eb73dbcd-uppercut_1m_left.mp4,uppercut,left,1,398,424,27
s01_uppercut_1m_left_c009,subject01,eb73dbcd-uppercut_1m_left.mp4,uppercut,left,1,436,462,27
s01_uppercut_1m_left_c010,subject01,eb73dbcd-uppercut_1m_left.mp4,uppercut,left,1,482,511,30
s01_uppercut_1m_left_c011,subject01,eb73dbcd-uppercut_1m_left.mp4,uppercut,left,1,530,555,26
s01_uppercut_1m_left_c012,subject01,eb73dbcd-uppercut_1m_left.mp4,uppercut,left,1,572,601,30
s01_uppercut_1m_left_c013,subject01,eb73dbcd-uppercut_1m_left.mp4,uppercut,left,1,621,647,27
s01_uppercut_1m_left_c014,subject01,eb73dbcd-uppercut_1m_left.mp4,uppercut,left,1,666,694,29
s01_uppercut_1m_left_c015,subject01,eb73dbcd-uppercut_1m_left.mp4,uppercut,left,1,715,740,26
s01_cross_2m_left_c001,subject01,fe1544fd-cross_2m_left.mp4,cross,left,2,120,140,21
s01_cross_2m_left_c002,subject01,fe1544fd-cross_2m_left.mp4,cross,left,2,164,183,20
s01_cross_2m_left_c003,subject01,fe1544fd-cross_2m_left.mp4,cross,left,2,211,230,20
s01_cross_2m_left_c004,subject01,fe1544fd-cross_2m_left.mp4,cross,left,2,259,278,20
s01_cross_2m_left_c005,subject01,fe1544fd-cross_2m_left.mp4,cross,left,2,302,322,21
s01_cross_2m_left_c006,subject01,fe1544fd-cross_2m_left.mp4,cross,left,2,346,366,21
s01_cross_2m_left_c007,subject01,fe1544fd-cross_2m_left.mp4,cross,left,2,395,415,21
s01_cross_2m_left_c008,subject01,fe1544fd-cross_2m_left.mp4,cross,left,2,449,469,21
s01_cross_2m_left_c009,subject01,fe1544fd-cross_2m_left.mp4,cross,left,2,492,512,21
s01_cross_2m_left_c010,subject01,fe1544fd-cross_2m_left.mp4,cross,left,2,537,556,20
s01_cross_2m_left_c011,subject01,fe1544fd-cross_2m_left.mp4,cross,left,2,587,606,20
s01_cross_2m_left_c012,subject01,fe1544fd-cross_2m_left.mp4,cross,left,2,632,651,20
s01_cross_2m_left_c013,subject01,fe1544fd-cross_2m_left.mp4,cross,left,2,678,698,21
s01_cross_2m_left_c014,subject01,fe1544fd-cross_2m_left.mp4,cross,left,2,721,741,21
s01_cross_2m_left_c015,subject01,fe1544fd-cross_2m_left.mp4,cross,left,2,765,784,20
s02_hook_1m_left_c001,subject02,0a904a5d-hook_1m_left.mp4,hook,left,1,89,123,35
s02_hook_1m_left_c002,subject02,0a904a5d-hook_1m_left.mp4,hook,left,1,166,194,29
s02_hook_1m_left_c003,subject02,0a904a5d-hook_1m_left.mp4,hook,left,1,232,261,30
s02_hook_1m_left_c004,subject02,0a904a5d-hook_1m_left.mp4,hook,left,1,300,330,31
s02_hook_1m_left_c005,subject02,0a904a5d-hook_1m_left.mp4,hook,left,1,377,406,30
s02_hook_1m_left_c006,subject02,0a904a5d-hook_1m_left.mp4,hook,left,1,452,483,32
s02_hook_1m_left_c007,subject02,0a904a5d-hook_1m_left.mp4,hook,left,1,531,564,34
s02_hook_1m_left_c008,subject02,0a904a5d-hook_1m_left.mp4,hook,left,1,612,645,34
s02_hook_1m_left_c009,subject02,0a904a5d-hook_1m_left.mp4,hook,left,1,694,726,33
s02_hook_1m_left_c010,subject02,0a904a5d-hook_1m_left.mp4,hook,left,1,776,805,30
s02_hook_1m_left_c011,subject02,0a904a5d-hook_1m_left.mp4,hook,left,1,850,879,30
s02_hook_1m_left_c012,subject02,0a904a5d-hook_1m_left.mp4,hook,left,1,927,959,33
s02_hook_1m_left_c013,subject02,0a904a5d-hook_1m_left.mp4,hook,left,1,1014,1045,32
s02_hook_1m_left_c014,subject02,0a904a5d-hook_1m_left.mp4,hook,left,1,1096,1125,30
s02_hook_1m_left_c015,subject02,0a904a5d-hook_1m_left.mp4,hook,left,1,1173,1204,32
s02_jab_2m_left_c001,subject02,138d536f-jab_2m_left.mp4,jab,left,2,70,96,27
s02_jab_2m_left_c002,subject02,138d536f-jab_2m_left.mp4,jab,left,2,117,144,28
s02_jab_2m_left_c003,subject02,138d536f-jab_2m_left.mp4,jab,left,2,172,193,22
s02_jab_2m_left_c004,subject02,138d536f-jab_2m_left.mp4,jab,left,2,220,241,22
s02_jab_2m_left_c005,subject02,138d536f-jab_2m_left.mp4,jab,left,2,266,286,21
s02_jab_2m_left_c006,subject02,138d536f-jab_2m_left.mp4,jab,left,2,315,337,23
s02_jab_2m_left_c007,subject02,138d536f-jab_2m_left.mp4,jab,left,2,367,387,21
s02_jab_2m_left_c008,subject02,138d536f-jab_2m_left.mp4,jab,left,2,417,440,24
s02_jab_2m_left_c009,subject02,138d536f-jab_2m_left.mp4,jab,left,2,470,491,22
s02_jab_2m_left_c010,subject02,138d536f-jab_2m_left.mp4,jab,left,2,518,543,26
s02_jab_2m_left_c011,subject02,138d536f-jab_2m_left.mp4,jab,left,2,571,595,25
s02_jab_2m_left_c012,subject02,138d536f-jab_2m_left.mp4,jab,left,2,629,651,23
s02_jab_2m_left_c013,subject02,138d536f-jab_2m_left.mp4,jab,left,2,681,702,22
s02_jab_2m_left_c014,subject02,138d536f-jab_2m_left.mp4,jab,left,2,734,754,21
