clip_id,subject_id,video_filename,class,hand,distance_m,start_frame,end_frame,frame_count,body_weight_kg,peak_force_N,peak_speed_mps,peak_accel_g,n_imu_samples
s01_cross_2m_left_c006,subject01,cross_2m_left.mp4,cross,left,2,408,427,20,58.0,128.8676370989071,3.953002826812531,9.847342162168694,192
s01_cross_2m_left_c007,subject01,cross_2m_left.mp4,cross,left,2,461,478,18,58.0,159.33025455320384,4.006198199519586,12.175124559524813,180
s01_cross_2m_left_c008,subject01,cross_2m_left.mp4,cross,left,2,510,529,20,58.0,155.50233958743405,4.252621668487405,11.88261676405177,193
s01_cross_2m_left_c009,subject01,cross_2m_left.mp4,cross,left,2,562,581,20,58.0,182.4223594673369,4.3779541858127855,13.939693720978722,193
s01_cross_2m_left_c010,subject01,cross_2m_left.mp4,cross,left,2,615,633,19,58.0,143.805108119079,4.203203377537877,10.98877993106497,187
s01_cross_2m_right_c001,subject01,cross_2m_right.mp4,cross,right,2,135,154,20,58.0,221.7962101751661,4.162029923949753,16.948422591087184,194
s01_cross_2m_right_c002,subject01,cross_2m_right.mp4,cross,right,2,177,196,20,58.0,190.0135995081829,4.19926301933697,14.51977371468569,194
s01_cross_2m_right_c003,subject01,cross_2m_right.mp4,cross,right,2,224,242,19,58.0,205.5721158104146,4.23622298613172,15.708668281334452,187
s01_cross_2m_right_c004,subject01,cross_2m_right.mp4,cross,right,2,268,286,19,58.0,212.6973193002116,4.141268565868632,16.253136375253625,186
s01_cross_2m_right_c005,subject01,cross_2m_right.mp4,cross,right,2,308,327,20,58.0,236.9000107741967,4.161693096183799,18.10257033365555,194
s01_cross_2m_right_c006,subject01,cross_2m_right.mp4,cross,right,2,352,371,20,58.0,193.29870544883102,4.709981153127365,14.770803088427575,193
s01_cross_2m_right_c007,subject01,cross_2m_right.mp4,cross,right,2,395,413,19,58.0,234.20820720930092,4.896938159960041,17.896877800343017,186
s01_cross_2m_right_c008,subject01,cross_2m_right.mp4,cross,right,2,437,456,20,58.0,233.52636785261438,4.9087386317355985,17.84477546032904,193
s01_cross_2m_right_c009,subject01,cross_2m_right.mp4,cross,right,2,477,496,20,58.0,235.8711173530124,5.203620655419489,18.02394806824511,194
s01_cross_2m_right_c010,subject01,cross_2m_right.mp4,cross,right,2,519,539,21,58.0,247.48290026849526,4.7298946375519675,18.91125540200047,200
s01_hook_1m_left_c001,subject01,hook_1m_left.mp4,hook,left,1,177,206,30,58.0,134.12339683032758,5.6155485688685065,10.248957847553864,260
s01_hook_1m_left_c002,subject01,hook_1m_left.mp4,hook,left,1,236,265,30,58.0,144.52005654881293,5.3927907098249035,11.043412280771918,260
s01_hook_1m_left_c003,subject01,hook_1m_left.mp4,hook,left,1,307,335,29,58.0,135.07152164716666,5.372662617527121,10.321408229155045,253
s01_hook_1m_left_c004,subject01,hook_1m_left.mp4,hook,left,1,373,400,28,58.0,126.15015649886442,5.370361796579866,9.63968753382211,246
s01_hook_1m_left_c005,subject01,hook_1m_left.mp4,hook,left,1,441,469,29,58.0,121.22626414182375,5.429932439463432,9.26343129213862,253
s01_hook_1m_left_c006,subject01,hook_1m_left.mp4,hook,left,1,506,535,30,58.0,135.63042955009792,5.719846782119399,10.364116836848998,260
s01_hook_1m_left_c007,subject01,hook_1m_left.mp4,hook,left,1,576,604,29,58.0,122.29966197694927,5.270611274640741,9.345454335290249,253
s01_hook_1m_left_c008,subject01,hook_1m_left.mp4,hook,left,1,643,672,30,58.0,126.35198052339936,5.314450952962634,9.65510979398675,259
s01_hook_1m_left_c009,subject01,hook_1m_left.mp4,hook,left,1,712,740,29,58.0,126.06084643435763,5.329144576391595,9.63286295952617,253
s01_hook_1m_left_c010,subject01,hook_1m_left.mp4,hook,left,1,774,803,30,58.0,152.74143846990341,6.153319520317234,11.67164418325267,260
s01_hook_1m_right_c001,subject01,hook_1m_right.mp4,hook,right,1,93,120,28,58.0,123.38257976093733,5.4487403386702375,9.428204839547911,247
s01_hook_1m_right_c002,subject01,hook_1m_right.mp4,hook,right,1,150,178,29,58.0,120.25175204326719,5.29107477615235,9.188964542443394,253
s01_hook_1m_right_c003,subject01,hook_1m_right.mp4,hook,right,1,207,235,29,58.0,93.95659658058075,4.380566774726879,7.179636220160618,253
s01_hook_1m_right_c004,subject01,hook_1m_right.mp4,hook,right,1,269,297,29,58.0,102.32174673810106,4.541280147716193,7.8188540850447135,253
s01_hook_1m_right_c005,subject01,hook_1m_right.mp4,hook,right,1,329,358,30,58.0,114.38534236190581,4.896414993312235,8.74068641229124,259
s01_hook_1m_right_c006,subject01,hook_1m_right.mp4,hook,right,1,394,424,31,58.0,85.98785647185834,4.642839834663213,6.5707097882143275,266
s01_hook_1m_right_c007,subject01,hook_1m_right.mp4,hook,right,1,457,486,30,58.0,94.43497952841889,4.643066263506221,7.2161915623548225,260
s01_hook_1m_right_c008,subject01,hook_1m_right.mp4,hook,right,1,520,550,31,58.0,102.4496234386296,4.902758406738875,7.828625705391157,267
s01_hook_1m_right_c009,subject01,hook_1m_right.mp4,hook,right,1,581,610,30,58.0,108.52049359330209,4.716897077171624,8.292527558338726,259
s01_hook_1m_right_c010,subject01,hook_1m_right.mp4,hook,right,1,641,670,30,58.0,107.65438685591931,4.579448456516062,8.22634453842798,260
s01_hook_2m_left_c001,subject01,hook_2m_left.mp4,hook,left,2,159,188,30,58.0,152.2261982729978,6.196804037536959,11.632272416773096,260
s01_hook_2m_left_c002,subject01,hook_2m_left.mp4,hook,left,2,223,252,30,58.0,136.0091859087072,5.447982584950862,10.393059273781091,260
s01_hook_2m_left_c003,subject01,hook_2m_left.mp4,hook,left,2,290,318,29,58.0,152.00079235969957,6.076322013804549,11.615048160911865,254
s01_hook_2m_left_c004,subject01,hook_2m_left.mp4,hook,left,2,354,383,30,58.0,141.43046962208848,5.630308050589119,10.807323373641045,260
s01_hook_2m_left_c005,subject01,hook_2m_left.mp4,hook,left,2,420,448,29,58.0,137.12451539439365,5.352540029137982,10.478286498523953,253
s01_hook_2m_left_c006,subject01,hook_2m_left.mp4,hook,left,2,484,512,29,58.0,128.83280768819935,5.735941571456415,9.844680693919043,253
s01_hook_2m_left_c007,subject01,hook_2m_left.mp4,hook,left,2,548,576,29,58.0,129.5899047986752,5.589229269621473,9.90253380944659,253
s01_hook_2m_left_c008,subject01,hook_2m_left.mp4,hook,left,2,614,641,28,58.0,125.5132115708549,5.610577462478266,9.591015774288305,247
s01_hook_2m_left_c009,subject01,hook_2m_left.mp4,hook,left,2,674,703,30,58.0,131.20207274183346,5.268487728031063,10.025726642934911,260
s01_hook_2m_left_c010,subject01,hook_2m_left.mp4,hook,left,2,738,766,29,58.0,136.01652039311048,5.563131812015274,10.39361973394881,253
s01_hook_2m_right_c001,subject01,hook_2m_right.mp4,hook,right,2,143,172,30,58.0,138.5886803109483,5.72476467647835,10.59016977069174,260
s01_hook_2m_right_c002,subject01,hook_2m_right.mp4,hook,right,2,199,227,29,58.0,141.1910867001655,5.594441437679661,10.789031073161087,253
s01_hook_2m_right_c003,subject01,hook_2m_right.mp4,hook,right,2,255,283,29,58.0,125.34630688780416,5.23323902630713,9.578261854378939,253
s01_hook_2m_right_c004,subject01,hook_2m_right.mp4,hook,right,2,310,339,30,58.0,131.5709896319657,5.403102223111703,10.053917202863834,260
s01_hook_2m_right_c005,subject01,hook_2m_right.mp4,hook,right,2,368,397,30,58.0,129.39998168244242,5.632705473100882,9.888020949956399,260
s01_hook_2m_right_c006,subject01,hook_2m_right.mp4,hook,right,2,427,456,30,58.0,125.96941444587469,5.221680671022623,9.625876239699314,259
s01_hook_2m_right_c007,subject01,hook_2m_right.mp4,hook,right,2,491,520,30,58.0,128.39058328870843,5.134865662015644,9.81088838521935,259
s01_hook_2m_right_c008,subject01,hook_2m_right.mp4,hook,right,2,551,580,30,58.0,116.64525244274643,4.896191320569134,8.913376067527889,260
s01_hook_2m_right_c009,subject01,hook_2m_right.mp4,hook,right,2,618,647,30,58.0,117.82787111804399,4.978885385177374,9.003745154795995,260
s01_hook_2m_right_c010,subject01,hook_2m_right.mp4,hook,right,2,681,709,29,58.0,123.2006193140206,4.949896213436479,9.414300442593733,253
s01_jab_1m_left_c001,subject01,jab_1m_left.mp4,jab,left,1,159,177,19,58.0,200.84634668709933,4.897232098799261,15.34755150613526,186
s01_jab_1m_left_c002,subject01,jab_1m_left.mp4,jab,left,1,202,223,22,58.0,253.02965781843884,5.480553820633809,19.335107508817366,206
s01_jab_1m_left_c003,subject01,jab_1m_left.mp4,jab,left,1,254,272,19,58.0,204.69851121049274,5.134208345587238,15.641912316815043,187
s01_jab_1m_left_c004,subject01,jab_1m_left.mp4,jab,left,1,301,320,20,58.0,228.04148346170552,4.96117536347121,17.425651353352798,193
s01_jab_1m_left_c005,subject01,jab_1m_left.mp4,jab,left,1,350,367,18,58.0,274.95579947439484,4.795159086787569,21.010580296579143,180
s01_jab_1m_left_c006,subject01,jab_1m_left.mp4,jab,left,1,398,415,18,58.0,186.94517750323166,4.727973636452171,14.285302112187916,179
s01_jab_1m_left_c007,subject01,jab_1m_left.mp4,jab,left,1,441,459,19,58.0,242.71527642403873,5.322769693751075,18.54694032372489,187
s01_jab_1m_left_c008,subject01,jab_1m_left.mp4,jab,left,1,486,504,19,58.0,217.86798124871382,4.92467612351396,16.648249365280186,186
s01_jab_1m_left_c009,subject01,jab_1m_left.mp4,jab,left,1,533,551,19,58.0,247.65684181888204,4.9708362437944205,18.924547039850257,187
s01_jab_1m_left_c010,subject01,jab_1m_left.mp4,jab,left,1,580,599,20,58.0,210.45357460898822,5.154766963114066,16.08168198843913,192
s01_jab_1m_right_c001,subject01,jab_1m_right.mp4,jab,right,1,149,166,18,58.0,260.26075683348085,4.902315391272378,19.88766754493402,180
s01_jab_1m_right_c002,subject01,jab_1m_right.mp4,jab,right,1,200,217,18,58.0,256.65263716078374,4.870455240429395,19.61195527318785,180
s01_jab_1m_right_c003,subject01,jab_1m_right.mp4,jab,right,1,251,269,19,58.0,246.18513358431625,4.85219829519125,18.812087349621535,187
s01_jab_1m_right_c004,subject01,jab_1m_right.mp4,jab,right,1,299,317,19,58.0,247.6426520064391,4.697880053548306,18.92346273395711,187
s01_jab_1m_right_c005,subject01,jab_1m_right.mp4,jab,right,1,345,362,18,58.0,239.64304881669062,4.8512540616947,18.312177918433033,180
s01_jab_1m_right_c006,subject01,jab_1m_right.mp4,jab,right,1,386,403,18,58.0,241.17261777513428,4.718984754757182,18.429059000708687,180
s01_jab_1m_right_c007,subject01,jab_1m_right.mp4,jab,right,1,445,462,18,58.0,251.79500864107524,5.054065569012717,19.240762542358425,180
s01_jab_1m_right_c008,subject01,jab_1m_right.mp4,jab,right,1,500,517,18,58.0,241.15080296361904,5.053152348640508,18.42739203514596,180
s01_jab_1m_right_c009,subject01,jab_1m_right.mp4,jab,right,1,557,575,19,58.0,237.0823150763446,5.139750318490842,18.11650100609822,187
s01_jab_1m_right_c010,subject01,jab_1m_right.mp4,jab,right,1,616,633,18,58.0,239.27548929540075,4.892479869416509,18.284091081019177,179
s01_jab_2m_left_c001,subject01,jab_2m_left.mp4,jab,left,2,192,209,18,58.0,236.06290417230286,4.9397775374773705,18.038603341471685,180
s01_jab_2m_left_c002,subject01,jab_2m_left.mp4,jab,left,2,240,257,18,58.0,218.54714125416967,4.952949365237924,16.700146964298405,180
s01_jab_2m_left_c003,subject01,jab_2m_left.mp4,jab,left,2,287,304,18,58.0,218.34265052322698,5.1750962708127535,16.684520929384465,180
s01_jab_2m_left_c004,subject01,jab_2m_left.mp4,jab,left,2,341,358,18,58.0,220.69726069498816,4.632033231779994,16.86444703450936,180
s01_jab_2m_left_c005,subject01,jab_2m_left.mp4,jab,left,2,386,403,18,58.0,182.40551835642327,4.381161602897084,13.938406817724413,179
s01_jab_2m_left_c006,subject01,jab_2m_left.mp4,jab,left,2,433,449,17,58.0,241.1610775573523,4.517496823918611,18.428177161981107,174
s01_jab_2m_left_c007,subject01,jab_2m_left.mp4,jab,left,2,480,497,18,58.0,220.7755710697234,4.564569358940722,16.870431074197107,180
s01_jab_2m_left_c008,subject01,jab_2m_left.mp4,jab,left,2,528,545,18,58.0,244.41553291483714,4.709668717290191,18.676864390040233,180
s01_jab_2m_left_c009,subject01,jab_2m_left.mp4,jab,left,2,577,594,18,58.0,240.58357604232322,4.400311760219442,18.38404773472004,180
s01_jab_2m_left_c010,subject01,jab_2m_left.mp4,jab,left,2,630,646,17,58.0,266.01540403471336,4.414982758022675,20.32740541309722,173
s01_jab_2m_right_c001,subject01,jab_2m_right.mp4,jab,right,2,171,188,18,58.0,258.0043874508283,4.645140239347235,19.715248449997347,180
s01_jab_2m_right_c002,subject01,jab_2m_right.mp4,jab,right,2,216,234,19,58.0,243.75449208277774,4.912149514647003,18.626351356644136,187
s01_jab_2m_right_c003,subject01,jab_2m_right.mp4,jab,right,2,263,280,18,58.0,236.28998120501353,4.89543481278821,18.055955294907097,180
s01_jab_2m_right_c004,subject01,jab_2m_right.mp4,jab,right,2,311,328,18,58.0,237.17733341615647,5.249846418882264,18.123761774782064,180
s01_jab_2m_right_c005,subject01,jab_2m_right.mp4,jab,right,2,357,376,20,58.0,224.6616927903997,4.801531174329044,17.167386703467816,194
s01_jab_2m_right_c006,subject01,jab_2m_right.mp4,jab,right,2,401,419,19,58.0,227.27558967134917,4.8755783370314605,17.367126044878873,186
s01_jab_2m_right_c007,subject01,jab_2m_right.mp4,jab,right,2,447,466,20,58.0,225.5612422319282,5.464980267499121,17.23612522728912,193
s01_jab_2m_right_c008,subject01,jab_2m_right.mp4,jab,right,2,494,512,19,58.0,238.6107944488648,5.642832564147675,18.23329882832779,186
s01_jab_2m_right_c009,subject01,jab_2m_right.mp4,jab,right,2,541,559,19,58.0,228.32621601777012,4.70345610149435,17.447409018561828,187
s01_jab_2m_right_c010,subject01,jab_2m_right.mp4,jab,right,2,589,606,18,58.0,246.5302873292846,5.319944496855704,18.838462063256184,180
s01_uppercut_1m_left_c001,subject01,uppercut_1m_left.mp4,uppercut,left,1,121,146,26,58.0,127.83712832358344,6.063457085911981,9.768596460453521,233
s01_uppercut_1m_left_c002,subject01,uppercut_1m_left.mp4,uppercut,left,1,179,205,27,58.0,104.52584488238195,5.400627677948303,7.987278905072077,239
s01_uppercut_1m_left_c003,subject01,uppercut_1m_left.mp4,uppercut,left,1,241,266,26,58.0,120.02049514574998,5.606808135551961,9.171293187179343,233
s01_uppercut_1m_left_c004,subject01,uppercut_1m_left.mp4,uppercut,left,1,298,324,27,58.0,116.9514858586631,5.419320631240225,8.936776707874127,240
s01_uppercut_1m_left_c005,subject01,uppercut_1m_left.mp4,uppercut,left,1,356,382,27,58.0,105.85805781575488,5.22369825604313,8.089079146646467,239
s01_uppercut_1m_left_c006,subject01,uppercut_1m_left.mp4,uppercut,left,1,415,441,27,58.0,99.84878449952924,5.100649650845386,7.629884178669782,241
s01_uppercut_1m_left_c007,subject01,uppercut_1m_left.mp4,uppercut,left,1,478,503,26,58.0,128.5710367721174,5.748973098094757,9.824677628473024,234
s01_uppercut_1m_left_c008,subject01,uppercut_1m_left.mp4,uppercut,left,1,534,560,27,58.0,127.23159701153394,5.8123986570660024,9.722325153289862,240
s01_uppercut_1m_left_c009,subject01,uppercut_1m_left.mp4,uppercut,left,1,593,619,27,58.0,114.33989570015095,5.902076762969399,8.737213633256074,240
s01_uppercut_1m_left_c010,subject01,uppercut_1m_left.mp4,uppercut,left,1,652,680,29,58.0,116.80529694069284,5.230869064315799,8.925605770562184,254
s01_uppercut_1m_right_c001,subject01,uppercut_1m_right.mp4,uppercut,right,1,137,164,28,58.0,111.447062615856,5.100984330838159,8.516159551405947,246
s01_uppercut_1m_right_c002,subject01,uppercut_1m_right.mp4,uppercut,right,1,192,220,29,58.0,120.34390336220507,5.3827357187776395,9.19600622946975,253
s01_uppercut_1m_right_c003,subject01,uppercut_1m_right.mp4,uppercut,right,1,249,275,27,58.0,102.3175862032611,5.624033595460702,7.818536160303724,240
s01_uppercut_1m_right_c004,subject01,uppercut_1m_right.mp4,uppercut,right,1,303,328,26,58.0,103.56295090660802,5.717048733068802,7.913699947167701,234
s01_uppercut_1m_right_c005,subject01,uppercut_1m_right.mp4,uppercut,right,1,356,382,27,58.0,104.80648773883232,4.990145124188873,8.008724058370838,240
s01_uppercut_1m_right_c006,subject01,uppercut_1m_right.mp4,uppercut,right,1,411,438,28,58.0,86.72289917035077,4.8249299934237895,6.626877629255002,247
s01_uppercut_1m_right_c007,subject01,uppercut_1m_right.mp4,uppercut,right,1,468,494,27,58.0,90.65609144477541,5.067902592964645,6.927430126280544,240
s01_uppercut_1m_right_c008,subject01,uppercut_1m_right.mp4,uppercut,right,1,523,549,27,58.0,99.4496778100429,5.104939783975418,7.599386683572807,240
s01_uppercut_1m_right_c009,subject01,uppercut_1m_right.mp4,uppercut,right,1,580,608,29,58.0,97.42115298672094,5.240799827795379,7.444378192151702,253
s01_uppercut_1m_right_c010,subject01,uppercut_1m_right.mp4,uppercut,right,1,633,660,28,58.0,116.04158690072065,5.408648856214593,8.867247332046563,246
s01_uppercut_2m_left_c001,subject01,uppercut_2m_left.mp4,uppercut,left,2,133,157,25,58.0,153.01516644135864,6.5028540892416355,11.692560939817449,226
s01_uppercut_2m_left_c002,subject01,uppercut_2m_left.mp4,uppercut,left,2,184,209,26,58.0,178.39934371990788,6.776419048866949,13.63227741785895,233
s01_uppercut_2m_left_c003,subject01,uppercut_2m_left.mp4,uppercut,left,2,240,265,26,58.0,159.0172722366515,6.766454334102755,12.151208206038532,233
s01_uppercut_2m_left_c004,subject01,uppercut_2m_left.mp4,uppercut,left,2,298,324,27,58.0,126.24676979651831,5.9944632874735975,9.647070180240025,240
s01_uppercut_2m_left_c005,subject01,uppercut_2m_left.mp4,uppercut,left,2,358,383,26,58.0,142.8845724950706,6.393644136960863,10.918437760865025,233
s01_uppercut_2m_left_c006,subject01,uppercut_2m_left.mp4,uppercut,left,2,414,440,27,58.0,129.4708936417953,6.175006747953838,9.893439644229513,240
s01_uppercut_2m_left_c007,subject01,uppercut_2m_left.mp4,uppercut,left,2,471,496,26,58.0,135.26973183722723,6.255766743932814,10.336554340354837,232
s01_uppercut_2m_left_c008,subject01,uppercut_2m_left.mp4,uppercut,left,2,528,554,27,58.0,132.79579704441534,5.992436755956221,10.147510116838776,240
s01_uppercut_2m_left_c009,subject01,uppercut_2m_left.mp4,uppercut,left,2,590,615,26,58.0,133.03291389785312,6.1157903496752475,10.165629257072773,233
s01_uppercut_2m_left_c010,subject01,uppercut_2m_left.mp4,uppercut,left,2,650,674,25,58.0,138.63242420464516,6.046012479756319,10.59351243374071,226
s01_uppercut_2m_right_c001,subject01,uppercut_2m_right.mp4,uppercut,right,2,122,150,29,58.0,118.45706318099128,5.859363958829327,9.05182448385832,253
s01_uppercut_2m_right_c002,subject01,uppercut_2m_right.mp4,uppercut,right,2,179,204,26,58.0,116.54505860332407,5.909027755175754,8.905719816187018,233
s01_uppercut_2m_right_c003,subject01,uppercut_2m_right.mp4,uppercut,right,2,235,263,29,58.0,128.2899781609998,5.8389510427598115,9.803200705534065,253
s01_uppercut_2m_right_c004,subject01,uppercut_2m_right.mp4,uppercut,right,2,294,319,26,58.0,121.48948656154391,5.774077769702629,9.283545273352917,233
s01_uppercut_2m_right_c005,subject01,uppercut_2m_right.mp4,uppercut,right,2,352,378,27,58.0,120.58536534242799,5.53160121256455,9.21445739992603,239
s01_uppercut_2m_right_c006,subject01,uppercut_2m_right.mp4,uppercut,right,2,408,433,26,58.0,108.6716001232329,5.50490563800656,8.304074271979676,233
s01_uppercut_2m_right_c007,subject01,uppercut_2m_right.mp4,uppercut,right,2,464,489,26,58.0,118.76259058433418,5.8596511923950025,9.075171174682854,233
s01_uppercut_2m_right_c008,subject01,uppercut_2m_right.mp4,uppercut,right,2,528,555,28,58.0,120.14961004824761,5.868229418269788,9.181159423976666,247
s01_uppercut_2m_right_c009,subject01,uppercut_2m_right.mp4,uppercut,right,2,587,613,27,58.0,120.84187025165788,5.985427121368692,9.234058066659168,240
s01_uppercut_2m_right_c010,subject01,uppercut_2m_right.mp4,uppercut,right,2,650,678,29,58.0,123.75018217728385,6.18393361024525,9.456294954761445,253
s02_cross_1m_left_c001,subject02,cross_1m_left.mp4,cross,left,1,134,159,26,58.0,230.38100755576866,5.62176830164389,17.60442466501983,233
s02_cross_1m_left_c002,subject02,cross_1m_left.mp4,cross,left,1,191,215,25,58.0,269.502556920999,5.686507839137122,20.593874081384303,227
s02_cross_1m_left_c003,subject02,cross_1m_left.mp4,cross,left,1,247,271,25,58.0,214.28401108883116,5.413132571920913,16.374382463877474,227
s02_cross_1m_left_c004,subject02,cross_1m_left.mp4,cross,left,1,301,325,25,58.0,234.5715934028182,5.409205501410587,17.924645735451705,227
s02_cross_1m_left_c005,subject02,cross_1m_left.mp4,cross,left,1,354,379,26,58.0,177.04716259314594,5.114017238496142,13.52895131892356,233
s02_cross_1m_left_c006,subject02,cross_1m_left.mp4,cross,left,1,414,436,23,58.0,221.70434664324594,5.1972143312004375,16.941402895130867,213
s02_cross_1m_left_c007,subject02,cross_1m_left.mp4,cross,left,1,468,492,25,58.0,204.18078094657554,5.280641036667851,15.60235027337826,226
s02_cross_1m_left_c008,subject02,cross_1m_left.mp4,cross,left,1,522,545,24,58.0,183.20071667717258,4.984295110915009,13.999171414076796,220
s02_cross_1m_left_c009,subject02,cross_1m_left.mp4,cross,left,1,575,596,22,58.0,211.57704263168097,5.264278598366821,16.16753111454066,207
s02_cross_1m_left_c010,subject02,cross_1m_left.mp4,cross,left,1,628,652,25,58.0,197.50088631278683,5.321519309967233,15.091910185028802,226
s02_cross_1m_right_c001,subject02,cross_1m_right.mp4,cross,right,1,148,167,20,58.0,262.9408520310286,5.171573995460294,20.09246539047209,193
s02_cross_1m_right_c002,subject02,cross_1m_right.mp4,cross,right,1,193,212,20,58.0,226.2095408502308,5.129995185830769,17.28566457216581,193
s02_cross_1m_right_c003,subject02,cross_1m_right.mp4,cross,right,1,241,261,21,58.0,259.93439289486855,5.055569445311413,19.86272864293148,199
s02_cross_1m_right_c004,subject02,cross_1m_right.mp4,cross,right,1,290,309,20,58.0,296.47285289381836,5.413169428915164,22.654792855393275,194
s02_cross_1m_right_c005,subject02,cross_1m_right.mp4,cross,right,1,337,357,21,58.0,267.51787953328693,5.42336062110981,20.44221616510452,200
s02_cross_1m_right_c006,subject02,cross_1m_right.mp4,cross,right,1,384,403,20,58.0,243.9372612127136,4.891904872513336,18.64031754861969,193
s02_cross_1m_right_c007,subject02,cross_1m_right.mp4,cross,right,1,433,452,20,58.0,266.36138153929176,4.960189901374768,20.353843073821782,194
s02_cross_1m_right_c008,subject02,cross_1m_right.mp4,cross,right,1,479,498,20,58.0,305.7311041270323,5.946258950903859,23.362256496142777,193
s02_cross_1m_right_c009,subject02,cross_1m_right.mp4,cross,right,1,525,545,21,58.0,279.2933825821676,5.5165078485148555,21.34203407334311,200
s02_cross_1m_right_c010,subject02,cross_1m_right.mp4,cross,right,1,569,590,22,58.0,284.66112827112545,5.365419514181759,21.752207097607574,207
s02_cross_2m_left_c001,subject02,cross_2m_left.mp4,cross,left,2,129,150,22,58.0,253.47922077659967,5.936116946560777,19.36946058901739,206
s02_cross_2m_left_c002,subject02,cross_2m_left.mp4,cross,left,2,176,196,21,58.0,198.62978869552438,5.353669914777698,15.17817457445011,200
s02_cross_2m_left_c003,subject02,cross_2m_left.mp4,cross,left,2,220,240,21,58.0,249.634146938313,5.8452647924972,19.075641608730265,200
s02_cross_2m_left_c004,subject02,cross_2m_left.mp4,cross,left,2,267,288,22,58.0,212.51396018048464,5.939877194299615,16.239125099566778,206
s02_cross_2m_left_c005,subject02,cross_2m_left.mp4,cross,left,2,311,331,21,58.0,274.2358978440747,5.857493803374897,20.955569451059997,200
